1749394438034,0.186253,30.093061
1749394439091,1.257976,30.093061
1749394439881,2.049196,30.093061
1749394440950,3.117708,30.093061
1749394442005,4.172034,30.093061
1749394443078,5.243871,30.093061
1749394443866,6.032967,30.093061
1749394444929,7.095952,30.093061
1749394445997,8.16326,30.093061
1749394447063,9.229872,30.093061
1749394447863,10.026973,30.093061
1749394448927,11.085916,30.093061
1749394449977,12.140176,30.093061
1749394451050,13.21319,30.093061
1749394451835,14.002159,30.093061
1749394452895,15.062048,30.093061
1749394453971,16.138344,30.093061
1749394455027,17.194466,30.093061
1749394456091,18.254691,30.093061
1749394456893,19.060853,30.093061
1749394457951,20.118978,30.093061
1749394459048,21.215666,30.093061
1749394459842,22.009414,30.093061
1749394460893,23.061025,30.093061
1749394461955,24.123836,30.093061
1749394463033,25.201022,30.093061
1749394464090,26.256678,30.093061
1749394464885,27.049312,30.093061
1749394465954,28.122057,30.093061
1749394467015,29.18105,30.093061
1749394467949,30.093061,30.093061
